,web-scraper-order,web-scraper-start-url,links,links-href,user,comment,date
1120,1574881428-16483,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Kinda Weird!,https://www.vaportalk.com/forum/topic/5039-kinda-weird/,,"Some of it might have to do with you regaining your sense of smell. Anyway, I wonder why someone gave your post a -1.",
1121,1574881343-15735,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Ejuice Absorption Through The Skin,https://www.vaportalk.com/forum/topic/2630-ejuice-absorption-through-the-skin/,The Veteran Vaper,,
1122,1574881300-15405,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,"Dr David Baron, Md, Chief Of Staff, Ucla Santa Monica Hospital",https://www.vaportalk.com/forum/topic/2867-dr-david-baron-md-chief-of-staff-ucla-santa-monica-hospital/,,"An excellent find, dave. Even though it was clearly produced as a promo for SmokeStix, this vid is an excellent resource to show folks who might have questions or concerns about ecigs in general.",
1123,1574881383-16111,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping And Heart Flutters?,https://www.vaportalk.com/forum/topic/4766-vaping-and-heart-flutters/,,It could very well be the nicotine levels but I'm not a doctor. I did have a guy at work who had heart problems and when he vaped he stated it seemed to get worse. He ended up going on a ubur healthy diet and has since quite nicotine all the way. He's doing great now.,
1124,1574881358-15867,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Vaping And Drug Test?,https://www.vaportalk.com/forum/topic/3853-vaping-and-drug-test/,,"For security reasons my job requires drug tests constantly I've never failed a test because I vape. The only thing that would come up is nicotine, just like smoking  Well without the tobacco",
1125,1574881305-15458,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lesser Addiction,https://www.vaportalk.com/forum/topic/2307-lesser-addiction/,,,"November 19, 2009"
1126,1574881768-16745,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,Vapor Talk FanGirl,,
1127,1574881107-15235,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lets Talk Seriously About Nicotine,https://www.vaportalk.com/forum/topic/1920-lets-talk-seriously-about-nicotine/,Vapor Talk Respected Member,,
1128,1574881352-15811,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Is The Battery Charger Safe?,https://www.vaportalk.com/forum/topic/4050-is-the-battery-charger-safe/,Contributing Vaper,,
1129,1574881400-16160,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,My Road To No Nic,https://www.vaportalk.com/forum/topic/4936-my-road-to-no-nic/,,"On 4/4/2010 at 7:19 AM, Brandon said: 
@FTJoe - Would still definitely like to hear anymore about your experience that you'd like to share as well.

Hopfully its okay with mquinn to put this here, just makes sense.  I'm going lazy and just pasting a previous post..

http://www.vaportalk.com/forum/forum/index.php?/topic/3551-nic-or-non-nic/page__view__findpost__p__29842

The whole thread is pretty good.  I think at the time, my biggest challenges as I went to 0 was missing the throat hit.  But I'm menthol so spent a lot of time mixing different ones up and menthol kind of simulates a throat hit. Next challenge was finding juices, was tough at first, but now pretty prevalent. I posted this as my source of 0mg, many more available now like the rath juices...

http://www.vaportalk.com/forum/forum/index.php?/topic/4404-newbie-need-help/page__view__findpost__p__39528


Interesting threads on addiction and health

http://www.vaportalk.com/forum/forum/index.php?/topic/1920-lets-talk-seriously-about-nicotine/

http://www.vaportalk.com/forum/forum/index.php?/topic/3666-is-vapor-addiction-real-i-think-its-all-about-choices/

http://www.vaportalk.com/forum/forum/index.php?/topic/1934-why-we-choose-to-vape/

http://www.vaportalk.com/forum/forum/index.php?/topic/2812-nicotine-in-vaping-compared-to-analogs/",
1130,1574881363-15883,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,Bazinga!,,
1131,1574881311-15496,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Going To The Gym,https://www.vaportalk.com/forum/topic/3260-going-to-the-gym/,VT Member,,
1132,1574881330-15574,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Safety: Vape Vs Smoke,https://www.vaportalk.com/forum/topic/3569-safety-vape-vs-smoke/,,"On 1/19/2010 at 7:50 PM, Stirfry said: 
it wasn't gun powder, but there WAS a chemical that made then keep burning even when not being actively smoked (though i am too lazy to look up the name of the chemical...). this is exactly why european smokes would go out (or some USA roll your own type tobaccos). and, yes, it was so they kept burning when you set them down and wast it so you have to buy more. that chemical was JUST banned like a month or two ago so now USA analogs will go out if unattended for too long.



Salt peter (spl lol)  I think",
1133,1574881305-15443,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lesser Addiction,https://www.vaportalk.com/forum/topic/2307-lesser-addiction/,New Vaper,,
1134,1574881309-15467,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Vapor Cough The New Smokers Cough?,https://www.vaportalk.com/forum/topic/3130-vapor-cough-the-new-smokers-cough/,Contributing Vaper,,
1135,1574881679-16647,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Nicotine And Back Pain.,https://www.vaportalk.com/forum/topic/7588-nicotine-and-back-pain/,,"Unfortunately some people do need more than one surgery.  back problems are difficult to treat at best.  but you figure, you wouldn't be looking at this path if it wasn't already that bad !!
by being diligent with you back precautions you can slow the chances of needing more surgery.  BLT--Bending, Lifting, Twisting. Low impact exercise--swimming, walking helps too. 
Compliance with therapy and recovery is one of the main reasons spine surgeries fail or need to be repeated.  Learn as much as you can about the recovery and tricks you can use (avoid the horror stories like the plague). 

as far as the nicotine goes--I know all of our spine surgeons are adamant about no nicotine to help with recovery.  As a nurse I can actually support this.  The pathophysiology of bones supports this.  the circulation to the bones is very, very sensitive--the bones don't use a lot of blood, so what blood they do get is very important.
Blaming every disease or problem on smoking or nicotine pisses me off--but occasionally, it may not be the cause, but it certainly doesn't help.

I haven't tried lower my nic yet--but I do find that using a bit of menthol in my flavors adds to the throat hit--this may help with lower the nic.  FT Joe and Nana both use 0 nic and may be able to help with this. 
YOU CAN DO THIS !!!!!!",
1136,1574881414-16310,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,,"this happened to me alot when i started vaping. 

Vaping is one way to make sure you get your 8 glasses a day 
Just stay hydrated, and all shall be well - VG or PG/VG based juices or adding some VG to most juices make a huge difference for me when feeling dried out, YMMV.",
1137,1574881428-16463,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Kinda Weird!,https://www.vaportalk.com/forum/topic/5039-kinda-weird/,Bazinga!,,
1138,1574881358-15859,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Vaping And Drug Test?,https://www.vaportalk.com/forum/topic/3853-vaping-and-drug-test/,Mega Vaper,,
1139,1574881679-16655,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Nicotine And Back Pain.,https://www.vaportalk.com/forum/topic/7588-nicotine-and-back-pain/,,,"September 3, 2010"
1140,1574881416-16366,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Migraines,https://www.vaportalk.com/forum/topic/4898-migraines/,,Hope you're getting better TeriJo!!  and that it's not vaping related.  (sweetener flavorings? like was suggested.),
1141,1574881102-15212,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Nic Content In Vaping Juice Vs Nic Content From Smoking Cigs,https://www.vaportalk.com/forum/topic/1639-nic-content-in-vaping-juice-vs-nic-content-from-smoking-cigs/,Vapor Talk Respected Member,,
1142,1574881407-16243,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,American Lung Association Vs. Electronic Cigarettes,https://www.vaportalk.com/forum/topic/5076-american-lung-association-vs-electronic-cigarettes/,,"Good article.
I'm not about to go back to tobacco or stop vaping.
The idiots leading these bans may succeed in stopping the LEGAL sale of (We need a new name for these)ecigs, but they'll
never be able to make them go away.


			
				


	Edited April 18, 2010 by Ray",
1143,1574881367-15969,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Headaches With 24Mg?,https://www.vaportalk.com/forum/topic/4368-headaches-with-24mg/,Vapor Talk Respected Member,,
1144,1574881403-16206,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,General Vaping Question From A Noobie,https://www.vaportalk.com/forum/topic/5185-general-vaping-question-from-a-noobie/,,,"April 23, 2010"
1145,1574881698-16690,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Went To The Doctor Today......,https://www.vaportalk.com/forum/topic/7881-went-to-the-doctor-today/,Vapor Talk FanGirl,,
1146,1574881424-16446,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Pg And Vg,https://www.vaportalk.com/forum/topic/6357-pg-and-vg/,Vapor Talk Veteran,,
1147,1574881679-16649,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Nicotine And Back Pain.,https://www.vaportalk.com/forum/topic/7588-nicotine-and-back-pain/,,"Thank You.  part cheerleader !!! and part Hard A**.  Back problems are the worst. 
That and my son has scoliosis--makes me more sympathetic",
1148,1574881159-15315,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,The Effects Of Vaping,https://www.vaportalk.com/forum/topic/2235-the-effects-of-vaping/,O.G Sin,,
1149,1574881363-15904,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,,I'm so sorry to hear about this coming friday. I just want you to know that I will be thinking about you this weekend. I freakin' HATE snow...,
1150,1574881403-16199,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,General Vaping Question From A Noobie,https://www.vaportalk.com/forum/topic/5185-general-vaping-question-from-a-noobie/,,"On 4/24/2010 at 1:12 PM, haft2doit said: 
Hey welcome to VT! Glad to hear you have had good luck with the vaping. Everyone seems to have you all helped out so just a hello. Amazing how quickly you realize you don't care about looking and tasting like analogs. Be careful, soon you will have flashlights with attys and boxes and passthroughs! Have fun!


hahah, thanks, I got my PPC and Passthrough yesterday!",
1151,1574881674-16594,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Hacking A Lung?,https://www.vaportalk.com/forum/topic/7479-hacking-a-lung/,,I've been vaping for over 10 months now and no coughing fits for me.,
1152,1574881340-15728,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,,,"January 30, 2010"
1153,1574881159-15317,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,The Effects Of Vaping,https://www.vaportalk.com/forum/topic/2235-the-effects-of-vaping/,Vapor Talk Veteran,,
1154,1574881363-15922,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,,,"January 28, 2010"
1155,1574881340-15686,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,The Veteran Vaper,,
1156,1574881414-16292,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,Mega Vaper,,
1157,1574881428-16486,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Kinda Weird!,https://www.vaportalk.com/forum/topic/5039-kinda-weird/,,happens to me as well,
1158,1574881343-15742,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Ejuice Absorption Through The Skin,https://www.vaportalk.com/forum/topic/2630-ejuice-absorption-through-the-skin/,VT Member,,
1159,1574881400-16149,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,My Road To No Nic,https://www.vaportalk.com/forum/topic/4936-my-road-to-no-nic/,The Veteran Vaper,,
1160,1574881363-15914,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,,,"January 27, 2010"
1161,1574881365-15954,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,What My Doctor Said...,https://www.vaportalk.com/forum/topic/3442-what-my-doctor-said/,,Is there a way to get copies of those x-rays? You might not be able to get them to the FDA but I think it would be a good idea to post them on here.,
1162,1574881383-16101,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping And Heart Flutters?,https://www.vaportalk.com/forum/topic/4766-vaping-and-heart-flutters/,Grumpy old man,,
1163,1574881358-15865,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Vaping And Drug Test?,https://www.vaportalk.com/forum/topic/3853-vaping-and-drug-test/,,"LordVapor just got a new job and had to have a drug test.  He got the job, so no problem.",
1164,1574881380-16084,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping While Sick Doesn't Really Feel All That Great!,https://www.vaportalk.com/forum/topic/4660-vaping-while-sick-doesnt-really-feel-all-that-great/,,"Hey all, thanks for the well wishes! I appreciate it 

@BirdDog - That's pretty much what I do know with the carts I keep. I have a ritual of cleaning out carts whenever they've been sitting around too long.

@Brian - I highly recommend it, we are using re-usable items so it should follow the same sanitary conditions like our plates and utensils. Better safe then sorry. 

@Brandon - You nailed it exactly! It felt really depressing while I was sick for so long, felt like I couldn't do anything. Even sitting in front of the computer made me feel lightheaded and sick, not to mention the coughing fits. Just to be safe, I'd rinse the carts off.

@Seaspine - I vape PG, Actually, I heard the same thing, that's why I didn't think that the carts might have been germ infested... Depends on the situation I suppose on what exactly PG kills and the amount need to kill bacteria. Also, it could have just been a natural winter cold/flu thing, I got and the carts might have no been the one that gave it to me. Who knows, but all I know is, I got sick bad and PG didn't really help me out.  

@Uma T-tip is one I wanted to get! I'm pretty much trying to condition myself to treat my carts like I would with brushing my teeth or washing my face. Make it a routine of sorts. Just want to be more safe then sorry. Cause I wouldn't want to be that sick ever again!",
1165,1574881348-15800,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Peculiar Throat Problem,https://www.vaportalk.com/forum/topic/4051-peculiar-throat-problem/,,"On 2/15/2010 at 8:24 PM, snubber said: 
Congratulation on the one week mark...that's the first hurdle.
I sometimes get that feeling too,like everyone has said try going to vg maybe that will help you.
If the truth be told, with all these sweet flavors we're probably giving our throat and lungs a nice candy coating that melts in your mouth, but not in your hands

Thanks, Snubber.  I'm now up to two weeks and one day!!",
1166,1574881422-16427,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping Around Children,https://www.vaportalk.com/forum/topic/6707-vaping-around-children/,,,"July 21, 2010"
1167,1574881768-16795,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,,,"September 23, 2010"
1168,1574881768-16754,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,Insane Vaper,,
1169,1574881336-15623,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Discrimination?,https://www.vaportalk.com/forum/topic/3635-discrimination/,,"It's bad enough smokers are getting alienated because of their habits, now even finding a job? So, they'd rather NOT hire someone with more professional education and knowledge in the medical field who smokes? That's just plain nuts... It saddens me.",
1170,1574881662-16536,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Vg Pg How They Feel Different?,https://www.vaportalk.com/forum/topic/7442-vg-pg-how-they-feel-different/,The Veteran Vaper,,
1171,1574881414-16322,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,,,"May 27, 2010"
1172,1574881373-16045,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Comparison Of Carcinogen Levels Shows That Electronic Cigarettes Are Much Safer Than Conventional Ones,https://www.vaportalk.com/forum/topic/4443-comparison-of-carcinogen-levels-shows-that-electronic-cigarettes-are-much-safer-than-conventional-ones/,,,"March 11, 2010"
1173,1574881378-16058,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,"Mouth Sores, Issues Resolved",https://www.vaportalk.com/forum/topic/4619-mouth-sores-issues-resolved/,,"Excellent news elbell!! Sorry you had to be a guinea pig for us, but it reinforces what others have said on here, that keeping hydrated is important while vaping. 

Moved to the Health Forum. 


			
				


	Edited March 17, 2010 by jeffb",
1174,1574881414-16304,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,,"Nice review their SeanPatrick, don't ever apologize for that kind of info! That's what we have VT for, after all. 

Glad you got your issue resolved Jeanna -- vape on!",
1175,1574881358-15856,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Vaping And Drug Test?,https://www.vaportalk.com/forum/topic/3853-vaping-and-drug-test/,Vapor Talk Veteran,,
1176,1574881695-16683,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Here's An Interesting Story Re: Nicotine Strength And Safety Around Children,https://www.vaportalk.com/forum/topic/7829-heres-an-interesting-story-re-nicotine-strength-and-safety-around-children/,,,"September 13, 2010"
1177,1574881371-15996,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Poisons In E-Juice?,https://www.vaportalk.com/forum/topic/3962-poisons-in-e-juice/,Space Shot,,
1178,1574881407-16223,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,American Lung Association Vs. Electronic Cigarettes,https://www.vaportalk.com/forum/topic/5076-american-lung-association-vs-electronic-cigarettes/,Mega Vaper,,
1179,1574881365-15940,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,What My Doctor Said...,https://www.vaportalk.com/forum/topic/3442-what-my-doctor-said/,Vapor Talk Village Idiot,,
1180,1574881768-16769,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,,"Done !!!

very good survey !!!",
1181,1574881662-16538,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Vg Pg How They Feel Different?,https://www.vaportalk.com/forum/topic/7442-vg-pg-how-they-feel-different/,Vapor Talk FanGirl,,
1182,1574881109-15302,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Modern Marvels: Tobacco,https://www.vaportalk.com/forum/topic/2119-modern-marvels-tobacco/,Contributing Vaper,,
1183,1574881422-16393,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping Around Children,https://www.vaportalk.com/forum/topic/6707-vaping-around-children/,Mega Vaper,,
1184,1574881424-16455,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Pg And Vg,https://www.vaportalk.com/forum/topic/6357-pg-and-vg/,,I think there was one study where they pumped it into a children's ward in a hospital.  Supposed to pump it into airports but didn't.,
1185,1574881102-15211,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Nic Content In Vaping Juice Vs Nic Content From Smoking Cigs,https://www.vaportalk.com/forum/topic/1639-nic-content-in-vaping-juice-vs-nic-content-from-smoking-cigs/,The Godfather,,
1186,1574881107-15267,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lets Talk Seriously About Nicotine,https://www.vaportalk.com/forum/topic/1920-lets-talk-seriously-about-nicotine/,,"On 11/6/2009 at 12:24 PM, keenan said: 
Well , I MAY get into a little trouble here. I am BIG TIME anti FDA, at least inasmuch as they operate right now. I cant turn on my TV without seeing at LEAST 10 commercials a night by some lawyer who is worried about me or my loved ones that may or have not suffered serious side affects from some drug that the FDA approved as safe. May cause suicide, stomach cramps, itching, rashes, dizziness, vomiting, yada, yada, yada. And for the anti freeze they found, they found an insignificant amount in ONE sample out of all the ones they tested. They are nothing more than a puppet for big pharma. They, along with the IRS, need a complete internal cleansing



I hear ya, Keenan. And your right. I'm convinced that if the FDA keeps messin' with our nicotine in a dishonest way, there's gonna be a hate crime!

I guess I make statements about not being ANTI-FDA mainly because I don't want new vapers or guests to our forum getting the impression that I'm just some kinda conspiracy-theory nut job.....lol, I'll let you do that...",
1187,1574881768-16755,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,VT Member,,
1188,1574881343-15767,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Ejuice Absorption Through The Skin,https://www.vaportalk.com/forum/topic/2630-ejuice-absorption-through-the-skin/,,,"December 8, 2009"
1189,1574881414-16324,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,,,"May 27, 2010"
1190,1574881109-15297,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Modern Marvels: Tobacco,https://www.vaportalk.com/forum/topic/2119-modern-marvels-tobacco/,VT Member,,
1191,1574881352-15819,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Is The Battery Charger Safe?,https://www.vaportalk.com/forum/topic/4050-is-the-battery-charger-safe/,,"Thanks everyone,
It's great to hear that no one has had a problem or a fire.  I think I'll probably just play it safe and do the charging in the day time.  Sorry it took me so long to reply, but I've been out of town and away from the computer.   ....Pam",
1192,1574881416-16334,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Migraines,https://www.vaportalk.com/forum/topic/4898-migraines/,Vapor Talk Respected Member,,
1193,1574881698-16706,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Went To The Doctor Today......,https://www.vaportalk.com/forum/topic/7881-went-to-the-doctor-today/,,,"September 16, 2010"
1194,1574881371-15990,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Poisons In E-Juice?,https://www.vaportalk.com/forum/topic/3962-poisons-in-e-juice/,VT Member,,
1195,1574881670-16570,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,E-Cig Test,https://www.vaportalk.com/forum/topic/5235-e-cig-test/,,,"May 10, 2010"
1196,1574881309-15478,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Vapor Cough The New Smokers Cough?,https://www.vaportalk.com/forum/topic/3130-vapor-cough-the-new-smokers-cough/,,"I wonder if we should start symptom forum for our own info.
I was getting a little concerned by some of the coughing I was experiencing after a week or so after getting off the analogs.
But my coughing is NOTHING like what some of you are describing here. I'm feeling very fortunate in the minimal reactions I'm experiencing.
While on analogs, I literally had to go outside to clear my lungs from waaaay down deep. Have not had to do this after 2 weeks of no analogs.
I was thinking it may help others if they what other people are expeiencing in physical reactions.

Like I say, just a thought.(I guess it could get kinda gross though)",
1197,1574881107-15232,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lets Talk Seriously About Nicotine,https://www.vaportalk.com/forum/topic/1920-lets-talk-seriously-about-nicotine/,Vapor Talk Respected Member,,
1198,1574881102-15227,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Nic Content In Vaping Juice Vs Nic Content From Smoking Cigs,https://www.vaportalk.com/forum/topic/1639-nic-content-in-vaping-juice-vs-nic-content-from-smoking-cigs/,,,"October 11, 2009"
1199,1574881396-16140,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,If Someone Is On Oxygen!,https://www.vaportalk.com/forum/topic/4510-if-someone-is-on-oxygen/,,"On 3/10/2010 at 6:04 PM, seaspine said: 
Can't say for sure but,I think the vapor could irritate the lungs on a person with COPD and make them short of breath.I'm a nurse and recommend vaping to many of my smoking patients,however I don't think I would make that recommendation to a patient who's respratory function is so poor they require constant oxygen. I even tell those kind of patients to avoid any kind of strong odors or fumes,it doesn't take much exposure to anything that irritates the lungs to put them in the hospital for breathing problems.If they were still smoking I might consider vaping an option but if not no way.



I have to agree with Seaspine. Even if there is no nicotine, the vapor will be an irritant to already compromised lungs.",
1200,1574881407-16224,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,American Lung Association Vs. Electronic Cigarettes,https://www.vaportalk.com/forum/topic/5076-american-lung-association-vs-electronic-cigarettes/,Vapor Talk God Poster,,
1201,1574881416-16382,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Migraines,https://www.vaportalk.com/forum/topic/4898-migraines/,,,"June 10, 2010"
1202,1574881340-15674,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,Vapor Talk God Poster,,
1203,1574881109-15306,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Modern Marvels: Tobacco,https://www.vaportalk.com/forum/topic/2119-modern-marvels-tobacco/,,"That was great find, thanks for sharing. 

I heard a news report earlier this spring about the increase demands for tobacco seeds. People are starting to grow their own tobacco because of the higher prices and the taxes. The report also stated that it takes about 1 year before the tobacco is ready to use. It must be the wait time for drying and curing.",
1204,1574881355-15848,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,It Burns!,https://www.vaportalk.com/forum/topic/3627-it-burns/,,,"January 31, 2010"
1205,1574881352-15810,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Is The Battery Charger Safe?,https://www.vaportalk.com/forum/topic/4050-is-the-battery-charger-safe/,Vapor Talk Respected Member,,
1206,1574881340-15671,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,Contributing Vaper,,
1207,1574881698-16701,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Went To The Doctor Today......,https://www.vaportalk.com/forum/topic/7881-went-to-the-doctor-today/,,Great news!!  All of it!,
1208,1574881107-15253,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lets Talk Seriously About Nicotine,https://www.vaportalk.com/forum/topic/1920-lets-talk-seriously-about-nicotine/,VT Member,,
1209,1574881336-15653,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Discrimination?,https://www.vaportalk.com/forum/topic/3635-discrimination/,,,"January 25, 2010"
1210,1574881416-16376,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Migraines,https://www.vaportalk.com/forum/topic/4898-migraines/,,,"April 8, 2010"
1211,1574881670-16567,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,E-Cig Test,https://www.vaportalk.com/forum/topic/5235-e-cig-test/,,"WOW thats crazy.. ive haven't ever heard of that test. Funny thing is i was craving a analogue before this but now.... not so much haha
VAPE IT UP!
-Slightly Addicted


			
				


	Edited September 1, 2010 by slightlyaddicted",
1212,1574881414-16326,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,,,"May 27, 2010"
1213,1574881340-15666,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,Contributing Vaper,,
1214,1574881311-15492,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Going To The Gym,https://www.vaportalk.com/forum/topic/3260-going-to-the-gym/,VT Member,,
1215,1574881363-15882,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,Vapor Talk Respected Member,,
